Unnamed: 0;word;translation;type;cefr;phon_br;phon_n_am;definition;example
4572;salary;зарплата;noun;a2;/ˈsæləri/;/ˈsæləri/;money that employees receive for doing their job, especially professional employees or people working in an office, usually paid every month;an annual salary of $40 000
4573;sale;продаж;noun;a2;/seɪl/;/seɪl/;an act or the process of selling something;regulations governing the sale of alcoholic beverages
4574;salt;сіль;noun;a1;/sɔːlt/;/sɔːlt/;a white substance that is added to food to make it taste better or to preserve it. Salt is obtained from mines and is also found in seawater. It is sometimes called common salt to show that it is different from other chemical salts. Its chemical name is sodium chloride.;Pass the salt, please.
4575;same;те саме;adjective;a1;/seɪm/;/seɪm/;"exactly the one or ones referred to or mentioned; not different";We have lived in the same house for twenty years.
4576;same;те саме;adverb;a1;/seɪm/;/seɪm/;in the same way;We treat boys exactly the same as girls.
4577;same;те саме;pronoun;a1;/seɪm/;/seɪm/;the same thing or things;I would do the same again.
4578;sample;зразок;noun;b1;/ˈsɑːmpl/;/ˈsæmpl/;a number of people or things taken from a larger group and used in tests to provide information about the group;The interviews were given to a random sample of students.
4579;sample;зразок;verb;b2;/ˈsɑːmpl/;/ˈsæmpl/;"to try a small amount of a particular food to see what it is like; to experience something for a short time to see what it is like";I sampled the delights of Greek cooking for the first time.
4580;sanction;санкція;noun;c1;/ˈsæŋkʃn/;/ˈsæŋkʃn/;an official order that limits trade, contact, etc. with a particular country, in order to make it do something, such as obeying international law;Trade sanctions were imposed against any country that refused to sign the agreement.
4581;sand;пісок;noun;b1;/sænd/;/sænd/;a substance that consists of very small fine grains of rock. Sand is found on beaches, in deserts, etc.;a grain of sand
4582;sandwich;сендвіч;noun;a1;/ˈsænwɪtʃ/;/ˈsænwɪtʃ/;two slices of bread, often spread with butter, with a layer of meat, cheese, etc. between them;a ham/tuna/egg sandwich
4583;satellite;супутник;noun;b2;/ˈsætəlaɪt/;/ˈsætəlaɪt/;an electronic device that is sent into space and moves around the earth or another planet. It is used for communicating by radio, television, etc. and for gathering information.;a weather/communications/spy satellite 
4584;satisfaction;задоволення;noun;b2;/ˌsætɪsˈfækʃn/;/ˌsætɪsˈfækʃn/;"the good feeling that you have when you have achieved something or when something that you wanted to happen does happen; something that gives you this feeling";to gain/get/derive satisfaction from something
4585;satisfied;задоволений;adjective;b2;/ˈsætɪsfaɪd/;/ˈsætɪsfaɪd/;pleased because you have achieved something or because something that you wanted to happen has happened;a satisfied customer
4586;satisfy;задовольнити;verb;b2;/ˈsætɪsfaɪ/;/ˈsætɪsfaɪ/;to make somebody pleased by doing or giving them what they want;Nothing satisfies him—he's always complaining.
4587;Saturday;субота;noun;a1;/ˈsætədeɪ/;/ˈsætərdeɪ/;the day of the week after Friday and before Sunday;It's Saturday today, isn't it?
4588;sauce;соус;noun;a2;/sɔːs/;/sɔːs/;a thick liquid that is eaten with food to add taste to it;tomato/cranberry/chilli sauce
4589;save;зберегти;verb;a2;/seɪv/;/seɪv/;to keep somebody/something safe from death, harm, loss, etc.;save somebody/something, to save somebody’s life
4590;saving;збереження;noun;b2;/ˈseɪvɪŋ/;/ˈseɪvɪŋ/;an amount of something such as time or money that you do not need to use or spend;saving of something, Buy three and make a saving of 55p.
4591;say;скажи;noun;c1;/seɪ/;/seɪ/;the right to influence something by giving your opinion before a decision is made;say (in something), We had no say in the decision to sell the company.
4592;say;скажи;verb;a1;/seɪ/;/seɪ/;to speak or tell somebody something, using words;+ speech, ‘Hello!’ she said.
4593;scale;масштаб;noun;b2;/skeɪl/;/skeɪl/;the size or extent of something, especially when compared with something else;on a … scale, They entertain on a large scale (= they hold expensive parties with a lot of guests).
4594;scan;сканування;verb;b1;/skæn/;/skæn/;to look quickly but not very carefully at a document, etc.;scan something for something, I scanned the list quickly for my name.
4595;scandal;скандал;noun;b2;/ˈskændl/;/ˈskændl/;behaviour or an event that people think is morally or legally wrong and causes public feelings of shock or anger;a series of sex scandals
4596;scare;ляк;noun;b2;/skeə(r)/;/sker/;a situation in which a lot of people are anxious or frightened about something;a health scare
4597;scare;ляк;verb;b2;/skeə(r)/;/sker/;to frighten somebody;scare somebody, You scared me.
4598;scared;зляканий;adjective;a2;/skeəd/;/skerd/;frightened of something or afraid that something bad might happen;The thieves got scared and ran away.
4599;scary;страшно;adjective;a2;/ˈskeəri/;/ˈskeri/;frightening;It was a really scary moment.
4600;scattered;розкиданий;adjective;c1;/ˈskætəd/;/ˈskætərd/;spread far apart over a wide area or over a long period of time;a few scattered settlements
4601;scenario;сценарій;noun;b2;/səˈnɑːriəʊ/;/səˈnæriəʊ/;a description of how things might happen in the future;Let me suggest a possible scenario.
4602;scene;сцена;noun;a2;/siːn/;/siːn/;the place where something happens, especially something unpleasant;the scene of the accident/crime/crash
4603;sceptical;скептично;adjective;c1;/ˈskeptɪkl/;/ˈskeptɪkl/;having doubts that a claim or statement is true or that something will happen;She looked highly sceptical.
4604;schedule;розклад;noun;a2;/ˈʃedjuːl/;/ˈskedʒuːl/;a plan that lists all the work that you have to do and when you must do each thing;I have a hectic schedule for the next few days.
4605;schedule;графік;verb;b2;/ˈʃedjuːl/;/ˈskedʒuːl/;to arrange for something to happen at a particular time;schedule something for something, The meeting is scheduled for Friday afternoon.
4606;scheme;схема;noun;b2;/skiːm/;/skiːm/;a plan or system for doing or organizing something;a training scheme
4607;scholar;вчений;noun;b2;/ˈskɒlə(r)/;/ˈskɑːlər/;a person who knows a lot about a particular subject because they have studied it in detail;a classical scholar
4608;scholarship;стипендія;noun;b2;/ˈskɒləʃɪp/;/ˈskɑːlərʃɪp/;an amount of money given to somebody by an organization to help pay for their education;She won a scholarship to study at Stanford.
4609;school;школа;noun;a1;/skuːl/;/skuːl/;a place where children go to be educated;My brother and I went to the same school.
4610;science;наука;noun;a1;/ˈsaɪəns/;/ˈsaɪəns/;knowledge about the structure and behaviour of the natural and physical world, based on facts that you can prove, for example by experiments;new developments in science and technology
4611;scientific;науковий;adjective;b1;/ˌsaɪənˈtɪfɪk/;/ˌsaɪənˈtɪfɪk/;"involving science; connected with science";a scientific discovery/theory/fact
4612;scientist;вчений;noun;a1;/ˈsaɪəntɪst/;/ˈsaɪəntɪst/;a person who studies one or more of the natural sciences (= for example, physics, chemistry or biology);a research scientist
4613;scope;область;noun;c1;/skəʊp/;/skəʊp/;the opportunity or ability to do or achieve something;scope for something, There's still plenty of scope for improvement.
4614;score;оцінка;noun;a2;/skɔː(r)/;/skɔːr/;the number of points, goals, etc. scored by each player or team in a game or competition;a high/low score
4615;score;оцінка;verb;a2;/skɔː(r)/;/skɔːr/;to win points, goals, etc. in a game or competition;Fraser scored again in the second half.
4616;scratch;подряпини;noun;b2;/skrætʃ/;/skrætʃ/;a mark, a cut or an injury made by scratching somebody’s skin or the surface of something;Her hands were covered in scratches from the brambles.
4617;scratch;подряпини;verb;b2;/skrætʃ/;/skrætʃ/;to rub your skin with your nails, usually because it is itching;scratch something, John yawned and scratched his chin.
4618;scream;крик;noun;b2;/skriːm/;/skriːm/;"a loud high shout made by somebody who is hurt, frightened, excited, etc.; a loud high noise";scream of something, She let out a scream of pain.
4619;scream;крик;verb;b2;/skriːm/;/skriːm/;to give a loud, high shout, because you are hurt, frightened, excited, etc.;There was a bang and I heard someone scream.
4620;screen;екран;noun;a2;/skriːn/;/skriːn/;the flat surface at the front of a television, computer, or other electronic device, on which you see pictures or information;a computer screen
4621;screen;екран;verb;b2;/skriːn/;/skriːn/;to show a film, etc. in a cinema or on television;a list of films to be screened as part of the festival
4622;screening;скринінг;noun;b2;/ˈskriːnɪŋ/;/ˈskriːnɪŋ/;the act of showing a film or television programme;This will be the movie's first screening in this country.
4623;screw;гвинт;noun;c1;/skruː/;/skruː/;a thin pointed piece of metal like a nail with a raised spiral line (called a thread) along it and a line or cross cut into its head. Screws are turned and pressed into wood, metal, etc. with a screwdriver in order to fasten two things together.;One of the screws is loose.
4624;screw;гвинт;verb;c1;/skruː/;/skruː/;to fasten one thing to another or make something tight with a screw or screws;The bookcase is screwed to the wall.
4625;script;сценарій;noun;b1;/skrɪpt/;/skrɪpt/;a written text of a play, film, broadcast, talk, etc.;That line isn't in the original script.
4626;scrutiny;ретельний контроль;noun;c1;/ˈskruːtəni/;/ˈskruːtəni/;careful and complete examination;Her argument doesn't really stand up to scrutiny.
4627;sculpture;скульптура;noun;b1;/ˈskʌlptʃə(r)/;/ˈskʌlptʃər/;a work of art that is a solid figure or object made by carving or shaping wood, stone, clay, metal, etc.;a marble sculpture of Venus
4628;sea;море;noun;a1;/siː/;/siː/;the salt water that covers most of the earth’s surface and surrounds its continents and islands;The waste was dumped in the sea.
4629;seal;печатка;noun;c1;/siːl/;/siːl/;an official design or mark, stamped on a document to show that it is real and carries the authority of a particular person or organization;The letter bore the president's seal.
4630;seal;ущільнювач;verb;c1;/siːl/;/siːl/;to close an envelope, etc. by sticking the edges of the opening together;Make sure you've signed the cheque before sealing the envelope.
4631;search;пошук;noun;a2;/sɜːtʃ/;/sɜːrtʃ/;an attempt to find somebody/something, especially by looking carefully for them/it;search for somebody/something, a long search for the murder weapon
4632;search;пошук;verb;a2;/sɜːtʃ/;/sɜːrtʃ/;"to look carefully for something/somebody; to examine a particular place when looking for something/somebody";search for something/somebody, She searched in vain for her passport.
4633;season;сезон;noun;a2;/ˈsiːzn/;/ˈsiːzn/;any of the four main periods of the year: spring, summer, autumn and winter;the changing seasons
4634;seat;місце;noun;a2;/siːt/;/siːt/;a place where you can sit, for example a chair;She sat back in her seat.
4635;seat;місце;verb;b2;/siːt/;/siːt/;"to give somebody a place to sit; to sit down in a place";Please wait to be seated (= in a restaurant, etc.).
4636;second;другий;adverb;a2;/ˈsekənd/;/ˈsekənd/;after one other person or thing in order or importance;She came second in the marathon.
4637;second;другий;determiner;a1;/ˈsekənd/;/ˈsekənd/;"happening or coming next after the first in a series of similar things or people; 2nd";This is the second time it's happened.
